,id,player_name,games,time,goals_5wks,xG_5wks,assists_5wks,xA_5wks,shots_5wks,key_passes_5wks,yellow_cards,red_cards,position,team_title,npg_5wks,npxG_5wks,xGChain,xGBuildup
32,7722,Trézéguet,5,339,2,0.9117913842201233,0,0.1335819996893406,11,4,0,0,FWD,Aston Villa,2,0.9117913842201233,1.7579583190381527,0.8475759699940681
33,7768,Mason Mount,5,314,2,1.0924624912440777,1,1.7997566536068916,15,10,0,0,MID,Chelsea,2,1.0924624912440777,3.7638206779956818,1.8249673210084438
34,8718,Stuart Dallas,5,450,2,0.5875477567315102,0,0.12431918643414974,8,4,0,0,DEF,Leeds,2,0.5875477567315102,2.237107379361987,1.5645475387573242
35,8865,Ollie Watkins,5,450,2,1.2059082984924316,0,0.22957688942551613,13,5,1,0,FWD,Aston Villa,2,1.2059082984924316,1.4752297848463058,0.13868675753474236
36,87,Joelinton,5,420,1,1.4320674017071724,0,0.5921978410333395,9,2,0,0,FWD,Newcastle United,1,1.4320674017071724,2.25180384516716,0.24418645352125168
37,314,Ilkay Gündogan,5,303,1,0.9399969056248665,0,0.4125194475054741,7,7,0,0,MID,Manchester City,1,0.9399969056248665,3.5344324707984924,2.2873437479138374
38,318,Pierre-Emerick Aubameyang,5,345,1,0.8978370875120163,0,0.14863842725753784,5,2,0,0,FWD,Arsenal,1,0.8978370875120163,1.2544884011149406,0.2080129235982895
39,486,Adam Lallana,5,400,1,0.5565866231918335,0,0.05544530227780342,4,1,0,0,FWD,Brighton,1,0.5565866231918335,1.778636958450079,1.2393402718007565
40,492,Héctor Bellerín,5,450,1,0.21292313002049923,0,0.24380146525800228,5,4,1,0,DEF,Arsenal,1,0.21292313002049923,1.3538091108202934,0.9909634068608284
41,502,Olivier Giroud,5,357,1,1.4242175072431564,0,0.04076788201928139,10,2,0,0,FWD,Chelsea,1,1.4242175072431564,2.7966446429491043,1.4164504893124104
42,531,Michail Antonio,5,390,1,3.2254097424447536,2,1.145412653684616,12,8,1,0,FWD,West Ham,1,3.2254097424447536,4.522693924605846,0.21974528580904007
43,556,Marcus Rashford,5,418,1,1.183589618653059,1,0.8134767860174179,10,8,1,0,MID,Manchester United,1,1.183589618653059,2.3271986097097397,0.623186994343996
44,618,Raheem Sterling,5,386,1,2.2369346916675568,1,0.8556148260831833,15,5,0,0,FWD,Manchester City,1,2.2369346916675568,4.056025743484497,1.1463894546031952
45,619,Sergio Agüero,5,233,1,1.0028605684638023,0,0.0197940431535244,5,1,0,0,FWD,Manchester City,0,0.2416917011141777,0.3966191001236439,0.13513334840536118
46,644,Erik Lamela,5,133,1,0.17560457810759544,0,0.53912453353405,4,2,0,1,FWD,Tottenham,1,0.17560457810759544,1.533264733850956,1.237997891381383
47,675,Jack Grealish,5,450,1,0.840262558311224,2,1.4238561987876892,6,14,2,0,MID,Aston Villa,1,0.840262558311224,3.380096510052681,1.5111797973513603
48,714,Gylfi Sigurdsson,5,273,1,1.4411994395777583,2,1.871449001133442,7,6,0,0,MID,Everton,0,0.6800305871292949,2.2062139734625816,0.8293065205216408
49,759,Daniel Amartey,5,300,1,0.4950198531150818,0,0,2,0,1,0,DEF,Leicester,1,0.4950198531150818,1.4187821000814438,1.3439250439405441
